OGIds	Mz,Pn,Ab,Nb,On,Ga
OG18673_1	NULL,NULL,NULL,nb.gene.s21.58,NULL,NULL
OG18674_1	NULL,pn.gene.s84.27,ab.gene.s32.38,nb.gene.s25.54,on.gene.UNK2.40,ENSGACG00000015659
OG18675_1	mz.gene.s57.125,pn.gene.s46.31,ab.gene.s7.24,NULL,on.gene.LG20.665,NULL
OG18676_1	mz.gene.s28.45,pn.gene.s17.12,ab.gene.s35.14,NULL,NULL,NULL
OG18677_1	mz.gene.s147.16,NULL,ab.gene.s348.11,NULL,on.gene.LG17.80,ENSGACG00000019184
OG18678_1	mz.gene.s147.17,NULL,ab.gene.s348.12,NULL,NULL,NULL
OG18679_1	mz.gene.s29.15,NULL,NULL,nb.gene.s51.20,on.gene.LG2.40,ENSGACG00000016366
OG18680_1	mz.gene.s9.333,pn.gene.s5.78,ab.gene.s13.82,nb.gene.s16.17,on.gene.LG12.508,ENSGACG00000008178
OG18681_1	mz.gene.s31.42,pn.gene.s22.34,ab.gene.s144.17,nb.gene.s17.174,on.gene.LG23.200,ENSGACG00000012681
OG18682_1	mz.gene.s126.8,pn.gene.s113.33,NULL,nb.gene.s93.5,NULL,ENSGACG00000020066
OG18683_1	mz.gene.s110.52,pn.gene.s338.3,ab.gene.s148.7,nb.gene.s70.71,on.gene.UNK71.16,ENSGACG00000015457
OG18684_1	mz.gene.s44.23,pn.gene.s135.40,ab.gene.s293.2,nb.gene.s208.2,on.gene.LG13.476,ENSGACG00000007381
OG18685_1	NULL,NULL,NULL,NULL,NULL,NULL
OG18686_1	mz.gene.s102.76,pn.gene.s56.54,ab.gene.s246.22,nb.gene.s1.390,on.gene.LG17.277,ENSGACG00000002117
OG18687_1	NULL,pn.gene.s18.8,ab.gene.s626.4,nb.gene.s0.24,on.gene.LG1.644,ENSGACG00000014285
OG18688_1	mz.gene.s20.84,pn.gene.s21.57,ab.gene.s277.4,nb.gene.s11.30,on.gene.LG6.339,ENSGACG00000017450
OG18689_1	mz.gene.s0.122,pn.gene.s62.33,ab.gene.s173.56,nb.gene.s14.130,on.gene.LG7.716,ENSGACG00000016945
OG18690_1	mz.gene.s3.231,pn.gene.s9.55,ab.gene.s346.6,nb.gene.s56.63,on.gene.LG19.187,ENSGACG00000010532
OG18691_1	mz.gene.s29.29,pn.gene.s78.30,ab.gene.s613.3,nb.gene.s51.26,on.gene.LG2.28,ENSGACG00000016356
OG18692_1	mz.gene.s9.48,pn.gene.s32.115,ab.gene.s82.28,nb.gene.s98.19,on.gene.LG12.208,ENSGACG00000012112
OG18693_1	mz.gene.s32.33,pn.gene.s34.110,ab.gene.s98.74,nb.gene.s15.59,on.gene.LG7.1064,ENSGACG00000005085
OG18694_1	mz.gene.s89.4,pn.gene.s77.54,NULL,nb.gene.s15.271,on.gene.LG7.1325,ENSGACG00000011130
OG18695_1	mz.gene.s36.32,pn.gene.s38.17,ab.gene.s233.19,NULL,on.gene.LG22.493,NULL
OG18696_1	mz.gene.s153.20,pn.gene.s92.36,ab.gene.s382.17,nb.gene.s32.62,on.gene.LG22.119,ENSGACG00000002455
OG18697_1	mz.gene.s40.156,pn.gene.s198.32,ab.gene.s472.5,nb.gene.s100.19,on.gene.LG23.552,ENSGACG00000010846
OG18698_1	mz.gene.s134.62,pn.gene.s26.78,ab.gene.s102.31,nb.gene.s3.391,on.gene.LG13.806,ENSGACG00000010067
OG18699_1	mz.gene.s152.20,pn.gene.s59.4,ab.gene.s191.22,nb.gene.s40.76,on.gene.LG7.1433,ENSGACG00000013896
OG18700_1	mz.gene.s32.50,NULL,ab.gene.s98.55,nb.gene.s15.76,on.gene.LG7.1084,ENSGACG00000004680
OG18701_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000008862
OG18702_1	mz.gene.s51.39,pn.gene.s4.166,ab.gene.s320.8,nb.gene.s47.56,on.gene.LG8-24.131,ENSGACG00000005546
OG18703_1	NULL,pn.gene.s360.15,NULL,NULL,NULL,ENSGACG00000012670
OG18704_1	NULL,pn.gene.s173.15,NULL,nb.gene.s43.27,NULL,NULL
OG18705_1	NULL,pn.gene.s21.114,NULL,nb.gene.s42.28,NULL,ENSGACG00000017141
OG18706_1	mz.gene.s237.10,pn.gene.s420.14,ab.gene.s789.1,nb.gene.s28.15,on.gene.UNK228.12,ENSGACG00000013698
OG18707_1	NULL,pn.gene.s216.7,NULL,nb.gene.s50.53,NULL,NULL
OG18708_1	NULL,pn.gene.s99.26,NULL,nb.gene.s44.23,NULL,NULL
OG18709_1	NULL,pn.gene.s99.11,NULL,nb.gene.s44.10,NULL,NULL
OG18710_1	NULL,pn.gene.s173.19,NULL,nb.gene.s43.30,NULL,NULL
OG18711_1	mz.gene.s2.148,pn.gene.s232.8,ab.gene.s2.10,nb.gene.s0.141,on.gene.LG1.522,ENSGACG00000016527
OG18712_1	mz.gene.s173.49,pn.gene.s3.24,ab.gene.s265.26,nb.gene.s10.286,on.gene.LG18.184,ENSGACG00000015692
OG18713_1	mz.gene.s56.52,pn.gene.s52.42,ab.gene.s669.9,nb.gene.s92.37,on.gene.LG12.9,ENSGACG00000003471
OG18714_1	mz.gene.s81.44,pn.gene.s4.68,ab.gene.s149.41,nb.gene.s76.35,NULL,NULL
OG18715_1	mz.gene.s174.7,pn.gene.s132.31,NULL,nb.gene.s5.5,NULL,NULL
OG18716_1	mz.gene.s23.58,pn.gene.s73.63,ab.gene.s131.3,nb.gene.s24.144,on.gene.LG15.84,ENSGACG00000007853
OG18717_1	mz.gene.s207.40,pn.gene.s138.4,ab.gene.s193.5,NULL,on.gene.LG11.806,NULL
OG18718_1	NULL,NULL,ab.gene.s88.5,nb.gene.s91.48,NULL,NULL
OG18719_1	NULL,NULL,ab.gene.s874.3,nb.gene.s237.13,on.gene.LG20.535,NULL
OG18720_1	NULL,NULL,NULL,NULL,on.gene.LG11.200,ENSGACG00000007916
OG18721_1	mz.gene.s214.5,NULL,ab.gene.s835.4,NULL,on.gene.LG6.15,ENSGACG00000019719
OG18722_1	mz.gene.s332.17,NULL,ab.gene.s364.32,nb.gene.s172.15,on.gene.LG13.150,NULL
OG18723_1	mz.gene.s100.68,NULL,NULL,NULL,on.gene.LG7.301,NULL
OG18724_1	mz.gene.s64.63,pn.gene.s124.27,ab.gene.s114.22,nb.gene.s41.82,on.gene.LG11.56,ENSGACG00000003686
OG18725_1	mz.gene.s25.32,pn.gene.s14.40,ab.gene.s12.32,nb.gene.s7.195,NULL,ENSGACG00000020852
OG18726_1	mz.gene.s101.34,pn.gene.s35.8,ab.gene.s292.10,nb.gene.s223.3,on.gene.LG15.242,NULL
OG18727_1	NULL,NULL,NULL,NULL,on.gene.LG14.852,ENSGACG00000004699
OG18728_1	mz.gene.s32.209,pn.gene.s169.6,ab.gene.s166.45,nb.gene.s15.220,on.gene.LG7.1262,ENSGACG00000011888
OG18729_1	mz.gene.s50.73,NULL,NULL,NULL,on.gene.UNK38.31,ENSGACG00000020261
OG18730_1	mz.gene.s6.345,NULL,ab.gene.s1.3,NULL,on.gene.LG18.578,ENSGACG00000017052
OG18731_1	mz.gene.s49.136,pn.gene.s45.19,ab.gene.s54.16,nb.gene.s17.17,on.gene.LG23.381,ENSGACG00000014604
OG18732_1	NULL,pn.gene.s422.12,ab.gene.s15.86,nb.gene.s95.53,NULL,ENSGACG00000018430
OG18733_1	mz.gene.s10.244,pn.gene.s41.68,ab.gene.s24.48,nb.gene.s6.304,on.gene.LG5.318,ENSGACG00000008196
OG18734_1	mz.gene.s122.33,pn.gene.s126.27,ab.gene.s99.19,nb.gene.s110.19,on.gene.LG12.793,ENSGACG00000014065
OG18735_1	NULL,NULL,ab.gene.s8.115,nb.gene.s0.307,on.gene.LG1.349,ENSGACG00000015878
OG18736_1	mz.gene.s177.26,pn.gene.s363.2,ab.gene.s1501.1,nb.gene.s303.2,on.gene.UNK54.15,ENSGACG00000018096
OG18737_1	mz.gene.s9.185,pn.gene.s5.233,ab.gene.s51.4,nb.gene.s6.56,on.gene.LG12.361,ENSGACG00000010433
OG18738_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000011487
OG18739_1	mz.gene.s17.84,NULL,ab.gene.s115.11,nb.gene.s1.168,NULL,ENSGACG00000019805
OG18740_1	mz.gene.s61.118,pn.gene.s157.15,ab.gene.s335.22,nb.gene.s20.14,on.gene.LG4.538,ENSGACG00000010209
OG18741_1	mz.gene.s2.99,pn.gene.s50.65,ab.gene.s8.4,nb.gene.s0.184,on.gene.LG1.477,ENSGACG00000016301
OG18742_1	mz.gene.s143.27,pn.gene.s137.27,ab.gene.s57.41,nb.gene.s83.22,on.gene.LG11.951,ENSGACG00000013157
OG18743_1	mz.gene.s143.37,pn.gene.s137.35,ab.gene.s57.33,NULL,on.gene.LG11.943,NULL
OG18744_1	mz.gene.s49.66,pn.gene.s45.83,ab.gene.s54.77,nb.gene.s17.77,on.gene.LG23.311,ENSGACG00000014199
OG18745_1	mz.gene.s19.40,pn.gene.s225.12,ab.gene.s200.14,nb.gene.s32.3,on.gene.LG22.55,ENSGACG00000002984
OG18746_1	mz.gene.s31.142,pn.gene.s22.121,ab.gene.s31.84,nb.gene.s17.262,on.gene.LG23.99,NULL
OG18747_1	mz.gene.s319.5,pn.gene.s121.39,ab.gene.s326.3,NULL,NULL,ENSGACG00000019467
OG18748_1	mz.gene.s46.105,pn.gene.s201.12,ab.gene.s524.8,nb.gene.s137.34,on.gene.LG4.902,ENSGACG00000014717
OG18749_1	mz.gene.s331.6,pn.gene.s274.21,ab.gene.s699.10,nb.gene.s292.4,on.gene.UNK155.6,ENSGACG00000019198
OG18750_1	mz.gene.s197.50,pn.gene.s1479.1,ab.gene.s1756.1,nb.gene.s293.15,on.gene.LG12.973,ENSGACG00000010670
OG18751_1	mz.gene.s19.106,pn.gene.s101.42,ab.gene.s87.32,NULL,on.gene.LG22.222,ENSGACG00000004475
OG18752_1	mz.gene.s4.174,NULL,NULL,nb.gene.s131.10,on.gene.LG11.405,ENSGACG00000011600
OG18753_1	NULL,pn.gene.s248.9,NULL,NULL,on.gene.LG10.166,NULL
OG18754_1	NULL,pn.gene.s109.54,NULL,NULL,on.gene.LG5.544,NULL
OG18755_1	mz.gene.s157.30,NULL,NULL,nb.gene.s296.13,on.gene.UNK206.3,NULL
OG18756_1	mz.gene.s61.99,pn.gene.s157.33,ab.gene.s335.1,nb.gene.s20.31,on.gene.LG4.513,ENSGACG00000010531
OG18757_1	NULL,pn.gene.s114.74,NULL,NULL,on.gene.UNK14.80,ENSGACG00000012859
OG18758_1	mz.gene.s94.12,pn.gene.s63.99,ab.gene.s46.50,nb.gene.s88.44,on.gene.LG10.232,ENSGACG00000020391
OG18759_1	mz.gene.s37.77,pn.gene.s125.12,ab.gene.s181.3,nb.gene.s116.12,on.gene.LG3.206,ENSGACG00000019528
OG18760_1	mz.gene.s42.59,pn.gene.s8.33,ab.gene.s22.100,nb.gene.s13.317,on.gene.LG16-21.522,ENSGACG00000006360
OG18761_1	mz.gene.s16.47,pn.gene.s29.44,ab.gene.s97.56,nb.gene.s12.20,on.gene.LG22.551,ENSGACG00000007123
OG18762_1	mz.gene.s1.152,pn.gene.s64.133,ab.gene.s430.5,nb.gene.s18.24,on.gene.LG6.878,ENSGACG00000018396
OG18763_1	mz.gene.s31.9,pn.gene.s22.4,ab.gene.s144.53,nb.gene.s17.145,on.gene.LG23.236,ENSGACG00000012255
OG18764_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000015565
OG18765_1	mz.gene.s45.97,pn.gene.s200.24,ab.gene.s245.12,nb.gene.s3.188,on.gene.UNK5.35,ENSGACG00000008914
OG18766_1	mz.gene.s52.30,pn.gene.s8.105,ab.gene.s22.20,NULL,NULL,ENSGACG00000005191
OG18767_1	mz.gene.s4.336,pn.gene.s83.44,ab.gene.s174.21,nb.gene.s79.82,on.gene.LG11.176,ENSGACG00000008221
OG18768_1	mz.gene.s73.42,pn.gene.s184.2,ab.gene.s152.40,nb.gene.s67.53,on.gene.LG14.170,ENSGACG00000007428
OG18769_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000011615
OG18770_1	mz.gene.s198.5,pn.gene.s0.277,NULL,NULL,NULL,NULL
OG18771_1	mz.gene.s54.53,pn.gene.s90.46,ab.gene.s138.25,nb.gene.s80.20,on.gene.LG14.531,ENSGACG00000010966
OG18772_1	mz.gene.s94.41,pn.gene.s63.75,ab.gene.s46.76,nb.gene.s88.73,on.gene.LG10.259,ENSGACG00000020412
OG18773_1	mz.gene.s157.11,NULL,NULL,nb.gene.s158.14,NULL,NULL
OG18774_1	mz.gene.s26.29,pn.gene.s23.53,ab.gene.s5.168,NULL,on.gene.LG13.652,ENSGACG00000010286
OG18775_1	mz.gene.s94.108,pn.gene.s63.16,NULL,NULL,NULL,NULL
OG18776_1	mz.gene.s415.1,NULL,NULL,NULL,on.gene.UNK1043.1,NULL
OG18777_1	mz.gene.s43.47,pn.gene.s37.39,ab.gene.s45.55,nb.gene.s52.51,on.gene.LG12.880,NULL
OG18778_1	mz.gene.s174.17,pn.gene.s132.38,NULL,nb.gene.s5.11,on.gene.LG13.96,ENSGACG00000011058
OG18779_1	mz.gene.s3720.1,NULL,NULL,NULL,on.gene.UNK3882.1,NULL
OG18780_1	mz.gene.s35.18,NULL,NULL,NULL,on.gene.UNK32.3,NULL
OG18781_1	mz.gene.s4.141,NULL,NULL,NULL,on.gene.LG2.615,NULL
OG18782_1	mz.gene.s37.50,NULL,NULL,NULL,on.gene.LG3.182,NULL
OG18783_1	mz.gene.s53.80,pn.gene.s359.1,ab.gene.s1013.1,nb.gene.s30.13,on.gene.LG1.51,ENSGACG00000017110
OG18784_1	mz.gene.s9.325,pn.gene.s5.86,ab.gene.s13.92,nb.gene.s16.8,on.gene.LG12.499,ENSGACG00000008308
OG18785_1	mz.gene.s49.147,pn.gene.s45.10,ab.gene.s54.8,NULL,on.gene.LG23.393,NULL
OG18786_1	mz.gene.s117.10,pn.gene.s159.31,ab.gene.s337.2,nb.gene.s149.32,on.gene.LG16-21.104,ENSGACG00000008147
OG18787_1	mz.gene.s276.15,pn.gene.s339.13,NULL,NULL,on.gene.UNK105.12,ENSGACG00000009542
OG18788_1	mz.gene.s397.6,pn.gene.s749.1,ab.gene.s1089.2,NULL,NULL,NULL
OG18789_1	mz.gene.s57.9,pn.gene.s1024.1,ab.gene.s7.128,NULL,on.gene.LG20.776,ENSGACG00000008208
OG18790_1	mz.gene.s39.94,pn.gene.s28.86,ab.gene.s108.11,nb.gene.s9.130,on.gene.LG19.705,ENSGACG00000004920
OG18791_1	mz.gene.s31.150,pn.gene.s22.129,ab.gene.s250.3,nb.gene.s86.2,on.gene.LG23.91,ENSGACG00000003556
OG18792_1	mz.gene.s87.59,pn.gene.s0.90,ab.gene.s14.94,nb.gene.s2.413,on.gene.LG6.811,ENSGACG00000018602
OG18793_1	NULL,pn.gene.s50.93,NULL,nb.gene.s15.112,NULL,ENSGACG00000016451
OG18794_1	NULL,NULL,ab.gene.s77.70,nb.gene.s7.57,on.gene.UNK3.52,ENSGACG00000020434
OG18795_1	mz.gene.s88.15,NULL,ab.gene.s32.24,NULL,on.gene.UNK2.22,NULL
OG18796_1	NULL,pn.gene.s301.5,ab.gene.s367.14,nb.gene.s192.7,on.gene.UNK79.6,ENSGACG00000004396
OG18797_1	mz.gene.s5.162,pn.gene.s12.159,ab.gene.s6.5,nb.gene.s48.128,on.gene.LG15.571,ENSGACG00000013265
OG18798_1	mz.gene.s264.9,NULL,ab.gene.s326.1,NULL,NULL,ENSGACG00000019470
OG18799_1	mz.gene.s44.103,pn.gene.s72.35,ab.gene.s9.113,NULL,NULL,ENSGACG00000005865
OG18800_1	mz.gene.s33.1,pn.gene.s53.59,ab.gene.s308.6,nb.gene.s5.97,on.gene.LG13.2,ENSGACG00000000057
OG18801_1	mz.gene.s4.168,pn.gene.s44.116,ab.gene.s500.7,nb.gene.s131.7,on.gene.LG11.400,ENSGACG00000011515
OG18802_1	mz.gene.s165.8,NULL,ab.gene.s308.13,nb.gene.s5.104,on.gene.LG13.714,ENSGACG00000001302
OG18803_1	mz.gene.s1.118,pn.gene.s74.30,ab.gene.s27.5,nb.gene.s65.61,on.gene.LG6.918,ENSGACG00000018476
OG18804_1	NULL,pn.gene.s6.177,NULL,NULL,on.gene.LG9.282,ENSGACG00000003687
OG18805_1	NULL,pn.gene.s2727.1,NULL,NULL,on.gene.UNK1166.1,NULL
OG18806_1	NULL,pn.gene.s14.49,ab.gene.s12.21,nb.gene.s7.205,NULL,ENSGACG00000020844
OG18807_1	mz.gene.s209.12,pn.gene.s212.13,ab.gene.s261.12,nb.gene.s186.6,on.gene.LG3.101,ENSGACG00000019920
OG18808_1	mz.gene.s90.41,NULL,ab.gene.s684.2,nb.gene.s304.11,on.gene.UNK110.1,ENSGACG00000018896
OG18809_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000010134
OG18810_1	mz.gene.s325.7,pn.gene.s389.5,ab.gene.s455.10,nb.gene.s253.5,on.gene.UNK83.5,ENSGACG00000014540
OG18811_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000014012
OG18812_1	mz.gene.s381.3,pn.gene.s523.2,ab.gene.s875.3,nb.gene.s347.4,NULL,ENSGACG00000001925
OG18813_1	NULL,NULL,NULL,NULL,on.gene.LG7.872,NULL
OG18814_1	mz.gene.s4.2,pn.gene.s0.273,ab.gene.s40.28,nb.gene.s2.236,on.gene.LG2.465,ENSGACG00000018115
OG18815_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000018913
OG18816_1	mz.gene.s3.247,pn.gene.s9.69,ab.gene.s71.13,NULL,on.gene.UNK216.11,ENSGACG00000009709
OG18817_1	mz.gene.s28.209,pn.gene.s17.173,ab.gene.s44.8,nb.gene.s97.59,on.gene.LG4.766,ENSGACG00000014660
OG18818_1	mz.gene.s121.19,pn.gene.s304.12,ab.gene.s432.4,NULL,on.gene.UNK84.5,ENSGACG00000019594
OG18819_1	NULL,NULL,NULL,NULL,NULL,NULL
OG18820_1	mz.gene.s11.240,pn.gene.s7.35,NULL,nb.gene.s99.15,on.gene.LG2.197,NULL
OG18821_1	NULL,pn.gene.s21.69,ab.gene.s143.29,nb.gene.s11.18,on.gene.LG6.329,ENSGACG00000017387
OG18822_1	mz.gene.s325.9,NULL,NULL,nb.gene.s253.7,on.gene.UNK83.8,ENSGACG00000014546
OG18823_1	NULL,pn.gene.s38.6,ab.gene.s233.6,nb.gene.s8.139,on.gene.LG20.919,ENSGACG00000005953
OG18824_1	mz.gene.s64.61,pn.gene.s124.25,NULL,NULL,NULL,NULL
OG18825_1	mz.gene.s8.206,pn.gene.s2.75,ab.gene.s928.1,nb.gene.s128.29,on.gene.LG14.269,ENSGACG00000006300
OG18826_1	mz.gene.s64.42,pn.gene.s124.6,ab.gene.s114.6,nb.gene.s41.65,on.gene.LG11.83,NULL
OG18827_1	mz.gene.s10.166,pn.gene.s91.33,ab.gene.s66.35,nb.gene.s6.234,on.gene.LG5.406,ENSGACG00000000456
OG18828_1	mz.gene.s5.188,pn.gene.s12.138,ab.gene.s19.21,nb.gene.s26.123,on.gene.LG15.597,ENSGACG00000012994
OG18829_1	mz.gene.s0.397,pn.gene.s15.5,ab.gene.s412.14,nb.gene.s3.29,on.gene.LG7.910,ENSGACG00000018282
OG18830_1	mz.gene.s10.318,pn.gene.s546.6,ab.gene.s454.4,nb.gene.s6.371,on.gene.LG5.248,ENSGACG00000009434
OG18831_1	mz.gene.s5.137,NULL,ab.gene.s6.29,NULL,NULL,NULL
OG18832_1	mz.gene.s77.10,pn.gene.s220.6,NULL,nb.gene.s3.93,NULL,NULL
OG18833_1	mz.gene.s331.10,pn.gene.s274.18,ab.gene.s699.6,nb.gene.s292.7,on.gene.UNK155.9,ENSGACG00000019194
OG18834_1	mz.gene.s61.55,pn.gene.s141.10,ab.gene.s197.13,nb.gene.s20.64,on.gene.UNK6.49,ENSGACG00000011006
OG18835_1	mz.gene.s165.26,pn.gene.s23.18,ab.gene.s119.35,nb.gene.s5.124,on.gene.LG13.697,NULL
OG18836_1	mz.gene.s783.1,NULL,ab.gene.s501.14,NULL,on.gene.LG6.434,NULL
OG18837_1	mz.gene.s72.18,pn.gene.s68.81,ab.gene.s30.17,NULL,on.gene.LG8-24.570,ENSGACG00000002658
OG18838_1	mz.gene.s109.14,NULL,ab.gene.s21.12,nb.gene.s187.8,on.gene.LG18.744,NULL
OG18839_1	mz.gene.s13.72,pn.gene.s6.70,ab.gene.s0.60,nb.gene.s33.75,on.gene.LG9.166,ENSGACG00000002662
OG18840_1	mz.gene.s111.34,NULL,ab.gene.s88.8,nb.gene.s89.17,on.gene.LG1.719,NULL
OG18841_1	mz.gene.s109.3,pn.gene.s102.3,ab.gene.s21.2,nb.gene.s363.1,on.gene.LG18.755,ENSGACG00000017553
OG18842_1	mz.gene.s80.37,pn.gene.s897.1,ab.gene.s615.1,nb.gene.s144.1,on.gene.UNK514.2,ENSGACG00000016383
OG18843_1	mz.gene.s71.19,pn.gene.s47.46,ab.gene.s199.7,nb.gene.s28.61,on.gene.LG15.180,ENSGACG00000011712
OG18844_1	mz.gene.s6.273,pn.gene.s3.283,ab.gene.s1.79,nb.gene.s10.13,on.gene.LG18.485,ENSGACG00000017974
OG18845_1	NULL,pn.gene.s60.54,ab.gene.s801.4,NULL,NULL,NULL
OG18846_1	mz.gene.s54.75,pn.gene.s623.3,ab.gene.s1015.3,nb.gene.s3660.1,NULL,ENSGACG00000011266
OG18847_1	mz.gene.s28.118,pn.gene.s17.83,ab.gene.s35.78,nb.gene.s55.111,on.gene.LG4.665,ENSGACG00000008889
OG18848_1	mz.gene.s1.97,pn.gene.s74.7,ab.gene.s27.28,nb.gene.s65.42,on.gene.LG6.941,ENSGACG00000018191
OG18849_1	mz.gene.s19.57,pn.gene.s560.9,ab.gene.s878.10,nb.gene.s12.307,on.gene.LG22.168,ENSGACG00000002872
OG18850_1	mz.gene.s6.217,pn.gene.s3.232,ab.gene.s1.132,nb.gene.s10.66,on.gene.LG18.425,ENSGACG00000013251
OG18851_1	mz.gene.s65.106,pn.gene.s234.6,ab.gene.s25.109,NULL,on.gene.LG20.199,ENSGACG00000010783
OG18852_1	mz.gene.s3.253,pn.gene.s9.80,ab.gene.s71.21,NULL,on.gene.UNK116.4,ENSGACG00000009650
OG18853_1	mz.gene.s15.108,pn.gene.s33.86,ab.gene.s361.10,nb.gene.s4.64,on.gene.LG5.817,ENSGACG00000005448
OG18854_1	NULL,NULL,NULL,NULL,on.gene.UNK29.18,ENSGACG00000018660
OG18855_1	mz.gene.s52.13,NULL,NULL,nb.gene.s13.260,on.gene.LG16-21.463,ENSGACG00000005484
OG18856_1	mz.gene.s77.51,pn.gene.s214.12,NULL,nb.gene.s3.54,NULL,ENSGACG00000018515
OG18857_1	mz.gene.s97.59,pn.gene.s106.17,ab.gene.s94.21,nb.gene.s11.112,on.gene.LG6.503,ENSGACG00000016227
OG18858_1	mz.gene.s53.61,pn.gene.s355.2,ab.gene.s121.16,nb.gene.s30.27,on.gene.LG1.34,ENSGACG00000017162
OG18859_1	mz.gene.s30.85,NULL,NULL,NULL,on.gene.UNK1.129,ENSGACG00000015156
OG18860_1	mz.gene.s31.33,NULL,NULL,NULL,on.gene.LG23.209,NULL
OG18861_1	mz.gene.s44.91,pn.gene.s72.48,ab.gene.s9.128,nb.gene.s74.41,on.gene.LG13.407,ENSGACG00000006169
OG18862_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000000914
OG18863_1	mz.gene.s0.211,pn.gene.s31.83,ab.gene.s267.1,nb.gene.s14.50,on.gene.LG7.613,ENSGACG00000017593
OG18864_1	mz.gene.s8.194,NULL,ab.gene.s352.5,nb.gene.s87.45,on.gene.LG14.278,ENSGACG00000007985
OG18865_1	mz.gene.s168.28,pn.gene.s182.22,ab.gene.s124.48,NULL,on.gene.LG23.593,ENSGACG00000010162
OG18866_1	NULL,NULL,NULL,nb.gene.s74.70,on.gene.LG13.377,ENSGACG00000005527
OG18867_1	mz.gene.s4.192,pn.gene.s44.140,ab.gene.s196.46,nb.gene.s131.26,on.gene.LG11.423,ENSGACG00000011792
OG18868_1	mz.gene.s6.74,pn.gene.s3.100,ab.gene.s36.70,nb.gene.s10.206,on.gene.LG18.270,ENSGACG00000015326
OG18869_1	NULL,NULL,ab.gene.s327.31,NULL,on.gene.UNK2345.1,ENSGACG00000017814
OG18870_1	mz.gene.s254.9,NULL,ab.gene.s445.8,nb.gene.s273.12,on.gene.LG4.140,ENSGACG00000012855
OG18871_1	mz.gene.s106.31,pn.gene.s130.31,ab.gene.s620.16,nb.gene.s27.135,on.gene.LG8-24.637,ENSGACG00000009993
OG18872_1	mz.gene.s104.31,pn.gene.s76.1,NULL,NULL,on.gene.UNK146.10,ENSGACG00000014755
OG18873_1	mz.gene.s43.56,pn.gene.s37.49,ab.gene.s653.5,NULL,on.gene.LG12.868,ENSGACG00000014787
OG18874_1	mz.gene.s120.46,pn.gene.s87.31,ab.gene.s47.29,nb.gene.s73.82,on.gene.LG19.532,ENSGACG00000007232
OG18875_1	mz.gene.s42.67,pn.gene.s8.22,ab.gene.s22.108,nb.gene.s90.5,on.gene.LG16-21.530,ENSGACG00000006493
OG18876_1	mz.gene.s17.126,pn.gene.s103.25,ab.gene.s56.35,nb.gene.s1.206,on.gene.LG17.476,ENSGACG00000019979
OG18877_1	NULL,pn.gene.s31.76,NULL,NULL,on.gene.LG7.621,ENSGACG00000017533
OG18878_1	mz.gene.s59.31,pn.gene.s70.30,ab.gene.s274.29,nb.gene.s195.27,on.gene.UNK92.30,ENSGACG00000002570
OG18879_1	NULL,NULL,ab.gene.s386.4,NULL,on.gene.LG7.1282,NULL
OG18880_1	mz.gene.s73.61,pn.gene.s184.20,ab.gene.s152.17,nb.gene.s67.68,on.gene.LG14.134,ENSGACG00000007700
OG18881_1	mz.gene.s0.285,NULL,NULL,nb.gene.s38.49,on.gene.LG14.504,ENSGACG00000018235
OG18882_1	mz.gene.s154.29,pn.gene.s56.81,ab.gene.s616.6,nb.gene.s105.17,on.gene.LG17.250,ENSGACG00000013541
OG18883_1	NULL,NULL,NULL,nb.gene.s1469.1,on.gene.UNK23.21,ENSGACG00000014141
OG18884_1	mz.gene.s9.220,NULL,ab.gene.s51.42,NULL,NULL,NULL
OG18885_1	mz.gene.s54.24,pn.gene.s90.20,ab.gene.s234.7,nb.gene.s80.54,on.gene.LG14.486,ENSGACG00000010648
OG18886_1	mz.gene.s113.46,pn.gene.s16.33,ab.gene.s4.129,nb.gene.s27.73,on.gene.LG8-24.743,ENSGACG00000004362
OG18887_1	mz.gene.s117.16,pn.gene.s295.4,ab.gene.s479.1,nb.gene.s160.4,NULL,ENSGACG00000008088
OG18888_1	mz.gene.s46.58,pn.gene.s94.10,ab.gene.s62.11,NULL,on.gene.LG4.837,NULL
OG18889_1	mz.gene.s28.27,pn.gene.s257.5,ab.gene.s275.27,nb.gene.s55.26,on.gene.LG4.576,ENSGACG00000013853
OG18890_1	mz.gene.s301.10,pn.gene.s697.1,ab.gene.s966.1,NULL,NULL,NULL
OG18891_1	mz.gene.s144.14,pn.gene.s192.6,ab.gene.s460.16,NULL,on.gene.LG4.433,ENSGACG00000005531
OG18892_1	mz.gene.s285.1,pn.gene.s327.17,ab.gene.s276.3,nb.gene.s299.1,on.gene.LG6.138,NULL
OG18893_1	mz.gene.s0.300,pn.gene.s15.101,ab.gene.s583.4,nb.gene.s38.62,on.gene.LG7.802,ENSGACG00000018182
OG18894_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000017176
